review_number,username,ratings,purchase_date,item_variation,location,review_content,has_image,subreview_sub 0_category,subreview_sub 0_content,subreview_sub 1_category,subreview_sub 1_content,subreview_sub 2_category,subreview_sub 2_content,original_file,original_review_key
7312,s*****0,5,2025-02-14 19:51,"Variation: blue,110x130cm (XL)",,Barang selamat sampai dlm keadaan baik.. tq seller,False,Material, lembut,Functionality, good,,,results5.json,review 1326
7313,lkc69lkc,5,2022-10-05 13:29,"Variation: Inner Bag,110x130cm (XL)",,Fast delivery. Product came as advertised. Thank you,True,Material, great,Functionality, great,,,results5.json,review 1327
7314,jeffgalant,5,2024-12-05 18:28,"Variation: blue,100x120cm (XL)",,seller laju penghantaran pun laju,False,Material, ok kain x mudah koyak,,,,,results5.json,review 1328
7315,paoloescobar84,5,2021-06-11 16:43,"Variation: black,110x130cm (XL)",,nice packaging and quite good material. reasonable with the price,False,,,,,,,results5.json,review 1329
7316,shanjivirao,5,2023-06-27 23:11,"Variation: red,90*100 (M)",,"Good value for money
Good product quality
Recommended",True,Functionality, good,Material, good,,,results5.json,review 1330
7317,w*****p,5,2025-03-22 18:25,"Variation: black,110x130cm (XL)",,"Pendapat jujur saya, kain nya lembut dan ada tekstur kasar sedikit dan ianya boleh kata kain yang berminyak sikit. Untuk penghantaran bagi situasi saya tidak mengambil masa yang lama. Untuk peringatan bean bag ni tidak datang dengan isi ya, ianya hanya beg sahaja untuk pengisian kena beli kedai atau dimana2 online lain. Saya pun xtngok dulu hahaha. Apa2 pun terbaik",True,Functionality, Selesq,Material, Kain kasar,,,results5.json,review 1331
7318,f*****8,3,2021-07-10 22:52,"Variation: gray,110x130cm (XL)",,"Material is not thick, I don’t think it’s strong enuf also. Don’t think it will last long. Single sewing only. Size not so big. I read many reviews said SO BIG but actually is not. If for baby, yes it’s big la. If for adult, not big o. If sit rough mcm cepat koyak ni. Courier guy GOOD. Patient guy.",True,,,,,,,results5.json,review 1332
7319,z*****i,5,2023-06-10 12:32,"Variation: Inner Bag,110x130cm (XL)",,Best la besar. Tp per suggestion 1.8kg beans tuk XL mcm tak firm ye. Nak sedap lagi 2.8kg or 3kg beans. Kain cotton tebal. Cuma jahitan mcm tak kukuh sgt. Sbb dah duduk dah mula ada yg tetas. Mybe sbb beans tak ckup.,True,Functionality, well,Material, cotton,,,results5.json,review 1333
7320,juliyanasamad,5,2022-03-29 17:07,"Variation: flax brown,110x130cm (XL)",,"Received in good condition,but for those who wanted to use urgently not recommend coz items is from overseas,take at least 2 weeks to arrived.im totally ok with it. And most important ,no filler beads include,buy separately",True,Material," just nice,not to thick",Functionality, good,,,results5.json,review 1334
7321,shamirkl_01,5,2025-04-19 10:53,"Variation: Inner Bag,110x130cm (XL)",,"Fast and reliable delivery. I ordered online and my products arrived well packaged and on time.
p/s: Apology for unrelated photo and vid",True,,,,,,,results5.json,review 1335
7322,shamirkl_01,5,2025-04-19 10:49,"Variation: brownness,90*100 (M)",,"Fast and reliable delivery. I ordered online and my products arrived well packaged and on time.
p/s: Apology for unrelated photo and vid",True,,,,,,,results5.json,review 1336
7323,luqy.258,4,2023-03-22 17:34,"Variation: gray,90*100 (M)",,PERHATIANNNN DIA BAGI SARUNG BEANBAG SAHAJA. Fibre atau polyfoam beli berasingan.. mmg harga murah tapi dia jual sarung sahaja INGAT SARUNG SAHAJA,True,Functionality, dalam kosong,Material, sedap,,,results5.json,review 1337
7324,wahyudwisputra,5,2021-07-11 18:24,"Variation: blue,110x130cm (XL)",,Seller sangat² terbaik.. permintaan semua dapat dengan sempurna.. layanan seller sangat2 lah bagus.. terima kasih yer.. lepas ni bole repeat order... Mmmg kerja terbaikkkkkkkk,True,,,,,,,results5.json,review 1338
7325,ennaalona2727,5,2021-11-06 13:40,"Variation: red,110x130cm (XL)",,Thanks que Seller already receive. Good Packaging. Very nice color. Belom isi berbola kecik😅 after already put I up date tq seller.,True,,,,,,,results5.json,review 1339
7326,a*****8,5,2023-10-13 14:10,"Variation: red,110x130cm (XL)",,Terima dalam keadaan baik. Tinggal nk isikan sajolah. Okay noh mantap. Isi kosong lagi. Tak boleh nk kongsi tapi good material,True,,,,,,,results5.json,review 1340
7327,suhaini1201,5,2023-10-30 08:09,"Variation: brownness,110x130cm (XL)",,Penghantaran cepat.. Pembungkusan pun cantik.. Barang yang di beli dalam keadaan baik dan sempurna.. Keep it up your service seller,True,,,,,,,results5.json,review 1341
7328,m*****l,2,2022-12-18 14:11,"Variation: blue,90*100 (M)",,Sarung shaja iklan yg x jelas.. lain kali tulis la sarung bean beg sahaja… toya punya seller,True,Material, good,Functionality, good,,,results5.json,review 1342
7329,c*****h,3,2023-03-02 23:00,"Variation: brownness,90*100 (M)",,Fabric bean bag.....polystyrene fill is sold separately. Good for floor seat...in tv and study rooms....,True,Material, Good strong fabric.,,,,,results5.json,review 1343
7330,a*****b,5,2021-07-10 16:21,"Variation: Inner Bag,110x130cm (XL)",,Delivered quickly! I wish there was an option to buy the fillings but the quality is good,True,,,,,,,results5.json,review 1344
7331,j*****3,5,2024-12-05 23:34,"Variation: black,100x120cm (XL)",,"🌟 5 STAR! 🌟

Good Packing 👍🏻
High Quality 👍🏻
New Item 👍🏻
Thank You Seller 😁",True,,,,,,,results5.json,review 1345
7332,ahmad916,5,2024-10-27 02:10,"Variation: gray,80*90 (M)",,"Aku x baca betul2 rupanya kene beli asing ,inner bean bag dengan sarung dia  😅😅😅...",True,Material, perfect,Functionality, perfect,,,results5.json,review 1346
7333,switchr,5,2021-09-11 10:48,"Variation: black,90*100 (M)",,"Good Quality, the fabric is thick and the inner are usual so far it's the right order",True,,,,,,,results5.json,review 1347
7334,badrul9291,5,2023-07-11 17:20,"Variation: gray,110x130cm (XL)",,Tq saller actly i nk bli isi dlm tp slh bli trbli iner nie.,True,Functionality, good,Material, good,,,results5.json,review 1348
7335,bobmuin,5,2021-07-09 18:55,"Variation: Inner Bag,110x130cm (XL)",,"Pembungkusan yg kemas, secure, double plastic.... Sampai dalam keadaan yg baik Dan tiada sebarang kerosakan... 👍👍👍👍👍👍👍👍",True,,,,,,,results5.json,review 1349
7336,sainiazman,5,2024-11-14 20:54,"Variation: Inner Bag,100x120cm (XL)",,Barang sampai dalam keadaan baik..tiada kerosakan..pembungkusan biasa biasa sahaja..penghantaran pantas..seller buat kerja dengan baik,True,Functionality, 👍,Material, 👍,,,results5.json,review 1350
7337,kienoyie,5,2022-03-27 18:54,,,Senang haus...kena selalu topup..tp bolehlah untuk ank duduk guna nak bersantai depan tv.l,True,Material, good,Functionality, good,,,results5.json,review 1351
7338,istodevalentine92,5,2024-06-24 17:45,"Variation: brownness,110x130cm (XL)",,kualiti barang macam premiun lawa mudah disarung,True,Functionality, barang lawa,Material, material yang digunakan sangat baik,,,results5.json,review 1352
7339,roseshida,5,2022-06-05 08:42,"Variation: blue,110x130cm (XL)",,Ingat ade isi dalam... 1 hal plak nak membeli isi nyer... 😂...,True,Material, Tebal.. Nice,Functionality, 👌👍,,,results5.json,review 1353
7340,alipaksu,5,2025-05-08 21:37,"Variation: Inner Bag,110x130cm (XL)",,"Barang dah sampai
Penghantaran mmg laju
Terbaik seller👍👍👍👍
Tq boss",True,Functionality, ok,Material, ok,,,results5.json,review 1354
7341,chaichin28,5,2025-04-19 12:42,"Variation: Inner Bag,110x130cm (XL)",,Received the parcel in good condition!Thank you to the seller!,True,Material, Cotton,Functionality, Good,,,results5.json,review 1355
7342,angahyol,5,2025-02-22 17:11,"Variation: red,90*100 (M)",,👍🏻👍🏻👍🏻 barang selamat sampai dengan selamat dan bungkusan pun sangat kemas tq boss,True,,,,,,,results5.json,review 1356
7343,c*****p,5,2021-06-02 15:42,"Variation: blue,110x130cm (XL)",,"Help my friend to order, faster delivery than I thought~ good packing too!",True,,,,,,,results5.json,review 1357
7344,w4f1y,5,2021-03-27 08:46,"Variation: blue,90*100 (M)",,"Thank you seller, item had been successful delivered. Wrapped neatly and safe. ",True,,,,,,,results5.json,review 1358
7345,i*****4,5,2021-02-25 22:29,"Variation: Inner Bag,110x130cm (XL)",,"Good received in good condition 
Good value for money 
Good packaging 
",True,,,,,,,results5.json,review 1359
7346,s*****1,5,2023-09-14 22:19,"Variation: Inner Bag,90*100 (M)",,"Highly recommended seller for the items, delivery and shipping is good",True,,,,,,,results5.json,review 1360
7347,k_hh4liuk9,5,2025-04-20 12:11,"Variation: brownness,110x130cm (XL)",,"ingatkan sekali dh dgn bean dia . smpai² bag sajaa🤣🤣🤣 kene order semula bean dia utk letak dlm bag tu . xtahu , firstime belii",True,Material, good,Functionality, good,,,results5.json,review 1361
7348,e*****g,4,2024-11-17 00:55,"Variation: Khaki,100x120cm (XL)",,"the products are good for value,and packing are good,ship fast.",True,,,,,,,results5.json,review 1362
7349,kienoyie,5,2022-03-27 18:56,"Variation: Inner Bag,110x130cm (XL)",,Senang haus...kena selalu topup..tp bolehlah untuk ank duduk guna nak bersantai depan tv.tapi dah byk kali repeat beli dgn seller ni..plg murah di shopee,True,Material, good,Functionality, good,,,results5.json,review 1363
7350,c*****n,5,2022-07-02 08:08,"Variation: gray,110x130cm (XL)",,material to me is very good. cume shipping je lama sikit nak sampai. but its ok.. kain inner dia mcm berquality. kain luar bagus jugak,True,,,,,,,results5.json,review 1364
7351,mdnoor7509,5,2023-09-14 22:07,"Variation: blue,110x130cm (XL)",,"Ingat kan ada sepan sekali,rupa2nya sarung jer.....aduuh,kena tipu lagi dgn iklan shopee...  10kali dah kena tipu",True,Material, Kainnya bagus,Functionality, baik,,,results5.json,review 1365
7352,s*****m,1,2025-03-23 21:36,"Variation: brownness,110x130cm (XL)",,"Material not that good..started using within a few minutes,it tore off.Otherwise,the delivery and service is really good.",True,,,,,,,results5.json,review 1366
7353,wfadilah78,5,2023-02-07 16:46,"Variation: brownness,110x130cm (XL)",,,True,Material, quality kain baik tebal x kudah koyak jahitan kemas. Zip pun besar. Senang nak masukkan.,,,,,results5.json,review 1367
7354,mozhithen,5,2022-12-10 15:00,"Variation: red,110x130cm (XL)",,Received in good condition. Nice material. Big than I expected.. thank you.,True,Material, thick and good,,,,,results5.json,review 1368
7355,princesssyanana,5,2022-11-01 20:37,"Variation: gray,110x130cm (XL)",,Kain ok tebal tapi ingat sekali dengan isi dalam.. ngupenye cover luar sahaja.. 😂😂😂,True,Material, good,,,,,results5.json,review 1369
7356,idayana81,5,2023-12-30 18:51,"Variation: brownness,110x130cm (XL)",,Penghantarann pantas.. Terbaik seller.. Kain tebal & cantik... Belum beli filler bean bag ni..,True,,,,,,,results5.json,review 1370
7357,r*****h,5,2024-12-20 19:31,"Variation: black,110x130cm (XL)",,Overall ok.comfy material.good price.but I thought it came with the pillow.,True,Functionality, 5/5,Material, 5/5,,,results5.json,review 1371
7358,ummutasia,5,2025-03-19 16:51,"Variation: Inner Bag,90*100 (M)",,"Cepat sampai. Order semalam tghri, tghri ni dh sampai...good service seller 👍",True,,,,,,,results5.json,review 1372
7359,aqpaiz13,5,2022-01-05 16:09,"Variation: black,110x130cm (XL)",,Good item 👍🏻 fast shipment from seller..keep it up and good job seller,True,,,,,,,results5.json,review 1373
7360,mirultul,5,2023-06-16 16:45,"Variation: blue,110x130cm (XL)",,Good item can repeat again fast delivery nice services the item is savee,True,,,,,,,results5.json,review 1374
7361,shahizwan1,5,2025-03-18 06:35,"Variation: Inner Bag,110x130cm (XL)",,Berbaloi la beli murah je penghantaran pun laju memang terbaik,True,Functionality, padu,,,,,results5.json,review 1375
7362,azril1504,5,2023-03-13 10:20,"Variation: Inner Bag,110x130cm (XL)",,"On time delivery 
Good service by the seller 
Good product 
Recommended",True,,,,,,,results5.json,review 1376
7363,mohdzakidotcom,3,2023-01-05 13:37,"Variation: black,110x130cm (XL)",,"Barang sampai dengan selamat, kualiti kain bagus Dan berfungsi dengan baik.",True,,,,,,,results5.json,review 1377
7364,shillarosshila,5,2024-01-08 22:37,"Variation: pink,110x130cm (XL)",,Barang smpai dengan selamat...kain tebal..warna chantik... siap ad poket lagi,True,,,,,,,results5.json,review 1378
7365,,5,2021-06-09 21:12,"Variation: black,110x130cm (XL)",,Saiz besar..beli foam sekilo x cukup.. bungkusan kemas dan rapi..,True,,,,,,,results5.json,review 1379
7366,m*****0,5,2021-08-06 14:15,"Variation: blue,90*100 (M)",,Terima kasih seller.. Ingatkan dapat sekali bean.. Salah saya sebab tak baca betul².. Apa apa pun terima kadih seller.. Kain memang tebal dan jahitan kemas..,True,,,,,,,results5.json,review 1380
7367,m*****8,5,2022-01-22 10:30,"Variation: gray,110x130cm (XL)",,Product arrived in good condition within 10 days from overseas.,True,Material, Good,Functionality, Pockets are convenient,,,results5.json,review 1381
7368,n*****3,5,2022-04-06 23:17,"Variation: red,110x130cm (XL)",,"some buyers akan tengok gambar je. kadang tak sempat nak baca all the deets, so dekat sini i suggest seller kena main peranan dekat bahagian gambar. ok dah tu je. tak sabar nak pakai, baru order inner dengan filler. :)",True,Material, warna cantik. jahitan kemas.,Functionality," tak boleh pakai lagi sebab hahaha tak ada inner dengan filler. so before beli, MAKE SURE BACA BETUL²",,,results5.json,review 1382
7369,n*****y,5,2022-01-25 21:52,"Variation: gray,110x130cm (XL)",,i misunderstood this bean bag as i thought it came along with the fillings. but it's my mistake as i didn't read the description first. the material is high quality but i haven't tested it yet as i don't buy the fillings. i hope it'll be okay,False,Material, the material is quite thick and good quality,,,,,results5.json,review 1383
7370,renuga1507005,5,2022-01-23 14:49,"Variation: brownness,110x130cm (XL)",,The cloth is very nice but i thought it come with the beans but it didnt come with beans😭the price is so expensive only the cloth . If the come with the cloth and beans the price is worth it but it only price of the cloth. I only received one,False,,,,,,,results5.json,review 1384
7371,kkumol87,5,2024-06-05 20:50,"Variation: Inner Bag,110x130cm (XL)",,"Ingat beli inner bag, trus bole pakai. Rupanya I misunderstand the meaning of inner bag only. Thought it come with filler. My bad on this part. But, I bought all the necessary item to use. Overall quality is good. Haven't  use yet.",False,Material, kain lembut very comfy.  haven't use yet.,,,,,results5.json,review 1385
7372,f*****8,5,2021-06-27 16:47,"Variation: blue,90*100 (M)",,"Sorry gambar takda kena mengena. Barang sampai dalam keadaan baik. Kain pun elok. Ok lah beli. Berbaloi. Thankyou seller. 👍🏻

Latest update.. i beli saiz M so filling kena beli 3kg or 4 kg baru penuh. If beli sekilo mmng takcukup langsung. 🤦🏻‍♀️",True,,,,,,,results5.json,review 1386
7373,n*****1,3,2025-02-25 14:43,"Variation: brownness,110x130cm (XL)",,Advertised as BEAN BAG. What do you think an old folk like me would think of it? Silly me been tricked by business language so easily then bought the item without hesitation. 😩,False,Material, Good,Functionality, Good may be,,,results5.json,review 1387
7374,m*****n,5,2022-11-26 13:18,"Variation: gray,110x130cm (XL)",,"Yr Unlimited data with hotspot and calls 30-days (3Mbps) pass is now active! For usage & validity, go to Internet Balance on Hotlink app (Download @ www.hotlink.my/app ) or dial *100# > Internet Passes.",True,Material, good,Functionality, good,,,results5.json,review 1388
7375,khaizuraishak,5,2025-05-24 01:34,"Variation: Khaki,90*100 (M)",,"Only my bad for not reading the description properly where I thought the bean bags were already with the filings. But it's ok not a big issue😊
Tq seller & sender👍",False,Functionality, good,Material, good,,,results5.json,review 1389
7376,hyfrdrew,5,2021-07-05 13:03,"Variation: gray,110x130cm (XL)",,Kain sangat nice and jahitannya kemas. Tp saya tak perasan description tulis yg ianya tak termasuk filler sekali. Filler boleh beli kt local punya shopee. Banyak jual. Untuk size XL ni perlukan 3kg filler.,True,,,,,,,results5.json,review 1390
7377,a*****e,5,2025-04-06 00:08,"Variation: brownness,110x130cm (XL)",,Untuk orang dewasa sesuai je .. anak pun seronok duduk atas beanbag .. baca dulu sebelum beli .. ini hanya cover beanbag. Kain jenis tahan lasak . Colour pun nice .. makk lurveee,True,,,,,,,results5.json,review 1391
